month,year,sulfhon,sulfka,sulfwai,dieswai,diescip,gencompcost,purcompcost,ecaf,prophon,propkahe,propwaisteam,propwaidies,propcipdies,propcipbiodies,propothersgen,ppricethcon,ppricethcoff,ppricepv,ppricehrrvon,ppricehrrvoff,ppricehhrvexcon,ppricehhrvexcoff,ppricekapaaon,ppricekapaaoff,ppricechevon,ppricechevoff,ppricekalaeloa,ppriceaes,ppricekawailoa,ppricekahuku,ppriceasavail,ppricefit,propthcon,propthcoff,proppv,prophhrvon,prophhrvoff,prophhrvexcon,prophhrvexcoff,propkapaaon,propkapaaoff,propchevon,propchevoff,propkalaeloa,propaes,propkawailoa,propkahuku,propasavail,propfit,genmix,purmix,dgmix,dgcompcost
4,2013,2110.37,2056.51,2056.19,2317.95,4317.11,2097.94,11.683,5.602,0.94,76.72,21.27,0.06,0,1.01,0,22.927,16.456,,15.956,15.499,10.163,6.098,,,22.927,16.456,18.135,3.043,20.54,,21.127,19.524,0.19,0.14,,6.64,2.46,0,2.29,,,0,0,38.06,41.1,5.37,,2.99,0.76,46.98,52.98,0.04,46.32
5,2013,2107.24,2053.26,2052.94,2318.08,4109.38,2072.32,11.413,5.631,0.85,75.19,22.93,0.14,0,0.89,0,22.882,16.273,,15.956,15.499,10.163,6.098,,,22.882,16.273,17.629,3.043,20.54,,21.127,19.524,0.18,0.13,,6.99,2.37,0,2.63,,,0,0,39,41.01,4.62,,2.27,0.8,48.77,51.19,0.04,47.29
6,2013,2072.26,2015.61,2015.29,2318.09,3939.55,2035.35,11.404,5.502,2.16,67.63,28.83,0.49,0,0.89,0,22.491,16.008,,15.956,15.499,10.163,6.098,,,22.491,16.008,17.29,3.043,20.54,,21.127,19.524,0.19,0.13,,6.8,2.39,0,2.47,,,0,0,39.86,40.33,4.16,,2.77,0.9,49.53,50.43,0.04,47.29
7,2013,2048.69,1992.93,1992.61,2318.09,3715.23,2010.23,11.652,5.422,3.42,64.97,30.37,0.42,0,0.82,0,22.261,16.008,,15.956,15.499,10.163,6.098,,,22.261,16.008,17.555,3.066,20.54,,21.127,19.524,0.17,0.12,,6.75,2.29,0,2.53,,,0,0,40.83,39.39,4.19,,2.8,0.93,48.98,50.99,0.03,46.73
8,2013,2131.54,2075,2074.68,2300.96,2261.13,2078.38,11.401,5.844,2.32,72.53,24.06,0.28,0,0.81,0,23.089,16.191,,15.956,15.499,10.163,6.098,,,23.098,16.191,17.087,3.066,20.54,,21.127,19.524,0.18,0.13,,6.8,2.3,0,2.56,,,0,0,39.82,39.9,4.37,,2.92,1.02,50.63,49.33,0.04,47.23
9,2013,1948.89,1883.69,1883.37,2322.59,2478.68,1891.23,11.094,4.64,2.2,67.58,29.11,0.26,0,0.85,0,21.112,15.262,,15.956,15.499,10.163,6.098,,,21.112,15.262,16.667,3.066,20.54,,21.127,19.524,0.19,0.14,,6.1,2.46,0,1.9,,,0,0,41.55,40.94,3.34,,2.23,1.15,51.85,48.11,0.04,46.29
10,2013,2083.55,2037.53,2037.21,2322.55,2675.1,2044.27,11.448,5.521,1.41,69.97,27.54,0.2,0,0.88,0,22.697,16.041,,15.96,15.5,10.16,6.1,,,22.697,16.041,17.124,3.066,20.54,,21.127,19.524,0.18,0.13,,6.28,2.3,0,2.18,,,0,0,40.54,40,4.54,,2.64,1.21,49.46,50.51,0.03,46.73
11,2013,2147.68,2109.55,2109.23,2344.21,2921.66,2117.07,11.466,5.406,0.29,75.49,23.27,0.04,0,0.91,0,23.457,16.456,,15.96,15.5,10.16,6.1,,,23.457,16.456,17.467,3.066,20.54,,18.437,19.524,0.19,0.13,,6.86,2.41,0,2.49,,,0,0,37.69,40.35,5.84,,2.65,1.39,48.51,51.45,0.04,47.44
12,2013,2134.64,2096.94,2096.62,2345.51,3215.3,2107.51,10.98,5.087,0.35,76.02,22.69,0,0,0.94,0,23.319,16.356,,15.96,15.5,10.16,6.1,,,23.319,16.356,17.298,3.066,20.54,,18.437,19.524,0.19,0.13,,7.19,2.44,0,2.7,,,0,0,39.1,42.21,1.64,,2.76,1.64,48.73,51.23,0.04,46.52
1,2014,2107.59,2070.57,2070.25,2345.5,3201.94,2090.64,10.289,5.946,0.46,75.16,22.6,0.02,0,1.76,0,19.897,15.539,,16.17,15.71,10.3,6.18,,,19.897,15.539,19.853,3.088,20.788,18.712,20.911,19.633,0.25,0.18,,8.02,3.22,0,1.15,,,0,0,26.45,53.63,3.94,1.7,0.48,0.98,58.39,41.55,0.06,59.92
2,2014,2069.83,2034.08,2033.76,2345.57,3527.65,2049.7,12.55,7.338,0.59,75.3,23.01,0.08,0,1.02,0,19.488,15.143,,16.17,15.71,10.3,6.18,,,19.488,15.143,19,3.151,20.788,18.712,20.912,19.633,0.24,0.17,,7.7,3.42,0,0.76,,,0,0,37.23,38.81,7.06,3.03,0.52,1.06,57.23,42.74,0.03,61.09
3,2014,2096.83,2060.98,2060.66,2345.57,3704.22,2079.76,11.918,5.978,0.38,71.94,26.54,0,0,1.14,0,19.612,15.021,,16.17,15.71,10.3,6.18,,,19.612,15.021,18.421,3.132,20.788,18.712,20.912,19.633,0.19,0.14,,6.28,2.52,0,0.89,,,0,0,36.51,41.76,7.22,3.1,0.46,0.93,46.62,53.34,0.04,60.39
4,2014,2128.45,2055.36,2055.04,2345.57,3708.6,2074.5,11.963,6.057,0.2,73.69,24.94,0.02,0,1.15,0,19.595,15.062,,16.17,15.71,10.3,6.18,,,19.595,15.062,18.604,3.132,20.788,18.712,20.913,19.633,0.2,0.14,,6.35,2.64,0,0.78,,,0,0,37.23,41.86,6.45,2.77,0.52,1.06,47.23,52.74,0.03,58.67
5,2014,2171.35,2098.26,2097.94,2353.93,3730.2,2116.23,11.742,5.541,0.33,71.91,26.66,0.01,0,1.09,0,19.825,14.94,,16.17,15.71,10.3,6.18,,,19.825,14.94,17.918,3.09,20.788,18.712,20.91,19.633,0.19,0.13,,6.08,2.43,0,0.88,,,0,0,37.22,41.6,6.85,2.93,0.56,1.13,46.47,53.5,0.03,59.19
6,2014,2169,2092.65,2092.33,2354.01,3670.73,2110.85,11.911,5.685,0.49,71.86,26.39,0.15,0,1.11,0,19.843,15.062,,16.17,15.71,10.3,6.18,,,19.843,15.062,18.28,3.091,20.788,18.712,20.91,19.633,0.19,0.14,,6.05,2.52,0,0.78,,,0,0,36.9,41.5,7.24,3.1,0.52,1.06,46.99,52.97,0.04,60.87
7,2014,2145.44,2067.59,2067.27,2345.01,3792.91,2085.83,12.008,5.721,0,74.32,24.51,0.13,0,1.04,0,19.701,15.143,,16.17,15.71,10.3,6.18,,,19.701,15.143,18.716,3.115,20.788,18.712,20.91,19.633,0.19,0.14,,6.14,2.46,0,0.87,,,0,0,37.68,41.79,6.39,2.74,0.53,1.07,48.02,51.94,0.04,58.67
8,2014,2162.86,2085.01,2084.69,2354.01,3942.59,2085.31,11.546,5.901,0,76.54,23.32,0.14,0,0,0,19.736,14.953,,16.17,15.71,10.3,6.18,,,19.736,14.953,18.032,3.115,20.788,18.712,20.914,19.633,0.19,0.14,,6.28,2.51,0,0.9,,,0,0,37.31,42.96,5.65,2.42,0.54,1.1,50.13,49.83,0.04,60.58
9,2014,2178.58,2100.73,2100.41,2394.79,4041.92,2120.48,11.173,5.988,0,75.13,23.73,0.14,0,1,0,19.773,14.789,,16.17,15.71,10.3,6.18,,,19.773,14.789,17.43,3.116,20.788,18.712,20.912,19.633,0.2,0.14,,6.3,2.63,0,0.8,,,0,0,39.62,43.51,3.72,1.59,0.49,1,50.26,49.71,0.03,61.28
10,2014,2072.91,1995.06,1994.74,2278.87,4098.61,2019.3,11.092,5.155,0,69.63,28.4,0.94,0,1.03,0,18.831,14.203,,16.17,15.71,10.3,6.18,,,18.831,14.203,16.728,3.116,20.788,18.712,20.912,19.633,0.19,0.14,,6.17,2.48,0,0.87,,,0,0,39.56,42.36,4.83,2.07,0.44,0.89,48.6,51.37,0.03,59.64
11,2014,1889.79,1811.94,1811.62,2313.77,4130.36,1841.41,10.759,3.694,0,68.42,29.96,0.44,0,1.18,0,17.126,13.032,,16.17,15.71,10.3,6.18,,,17.126,13.032,15.161,3.116,20.788,18.712,20.913,19.633,0.19,0.14,,6.05,2.51,0,0.78,,,0,0,36.55,41.63,7.72,3.31,0.37,0.75,45.05,54.91,0.04,28.48
12,2014,1742.25,1664.4,1664.08,2310.17,3975.59,1691.72,10.121,2.659,0,72.31,26.36,0.2,0,1.13,0,15.758,12.078,,16.17,15.71,10.3,6.18,,,15.758,12.078,13.846,3.112,20.788,18.712,20.912,19.633,0.2,0.14,,6.54,2.63,0,0.92,,,0,0,34.95,42.85,7.45,3.21,0.36,0.75,47.31,52.65,0.04,28.4
1,2015,1524.53,1446.68,1446.36,2166.48,3974.61,1478.96,8.355,1.065,0,72.24,25.6,1.23,0,0.93,0,15.016,14.272,,16.43,15.96,10.47,6.28,,,15.016,14.272,11.019,3.095,21.1,18.99,21.112,18.986,0.22,0.16,,8.19,2.9,0,1.69,,,0,0,27.9,50.33,5.02,1.99,0.54,1.06,55.77,44.19,0.04,24.93
2,2015,1268.2,1190.35,1190.03,1534.67,3561.36,1219.4,8.427,-0.755,0,71.56,26.57,0.75,0,1.12,0,12.369,11.777,,16.43,15.96,10.47,6.28,,,12.369,11.777,9.313,3.095,21.1,18.99,21.104,18.985,0.2,0.14,,7.23,2.81,0,1.2,,,0,0,33.52,44.14,6.2,2.93,0.57,1.06,49.67,50.29,0.04,11.64
3,2015,1089.75,1011.9,1011.58,1391,3323.86,1038.6,8.73,-1.863,0,75.6,23.1,0.17,0,1.13,0,10.576,10.345,,16.43,15.96,10.47,6.28,,,10.576,10.345,10.54,3.095,21.1,18.99,21.086,18.986,0.18,0.13,,6.99,2.35,0,1.36,,,0,0,40.81,40.57,3.52,2.56,0.57,0.96,44.94,55.02,0.04,7.64
4,2015,1096.71,1018.86,1018.54,1381.42,3258.48,1042.32,9.53,-1.151,0,73.33,25.2,0.5,0,0.97,0,10.641,10.324,,16.43,15.96,10.74,6.28,,,10.641,10.324,9.956,3.121,21.1,18.99,20.086,18.986,0.22,0.16,,8.08,2.92,0,1.55,,,0,0,50.35,28.28,4.04,2.35,0.74,1.31,54.24,45.72,0.04,7.6
