PROJECT	proj_dbid	proj_gen_tech	proj_load_zone	proj_connect_cost_per_mw
Oahu_CentralTrackingPV_165_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_166_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_167_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_168_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_169_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_16_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_170_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_171_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_172_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_173_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_174_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_175_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_176_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_177_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_178_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_179_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_17_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_180_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_181_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_182_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_183_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_184_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_185_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_186_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_187_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_188_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_189_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_18_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_190_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_191_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_192_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_193_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_194_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_195_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_196_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_197_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_198_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_199_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_19_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_1_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_200_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_201_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_202_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_203_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_204_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_205_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_206_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_207_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_208_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_209_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_20_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_210_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_211_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_212_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_213_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_214_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_215_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_216_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_217_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_218_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_219_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_21_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_220_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_221_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_222_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_223_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_224_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_225_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_226_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_227_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_228_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_229_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_22_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_230_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_231_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_232_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_233_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_234_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_235_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_236_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_237_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_238_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_239_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_23_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_240_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_241_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_242_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_243_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_244_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_245_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_246_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_247_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_248_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_249_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_24_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_250_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_251_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_252_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_253_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_254_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_255_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_256_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_257_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_258_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_259_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_25_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_260_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_261_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_262_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_263_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_264_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_265_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_266_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_267_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_268_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_269_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_26_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_270_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_271_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_272_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_273_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_274_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_275_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_276_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_277_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_278_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_279_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_27_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_280_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_281_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_282_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_283_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_284_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_285_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_286_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_287_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_288_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_289_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_28_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_290_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_291_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_292_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_293_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_294_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_295_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_296_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_297_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_298_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_299_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_29_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_2_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_300_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_301_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_302_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_303_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_304_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_305_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_306_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_307_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_308_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_309_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_30_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_310_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_311_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_312_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_313_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_314_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_315_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_316_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_317_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_318_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_319_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_31_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_320_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_321_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_322_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_323_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_324_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_325_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_326_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_327_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_328_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_329_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_32_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_330_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_331_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_332_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_333_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_334_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_335_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_336_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_337_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_338_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_339_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_33_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_340_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_341_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_342_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_343_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_344_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_345_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_346_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_347_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_348_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_349_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_34_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_350_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_351_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_352_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_353_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_354_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_355_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_356_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_357_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_358_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_359_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_35_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_360_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_361_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_362_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_363_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_364_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_365_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_366_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_367_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_368_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_369_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_36_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_370_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_371_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_372_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_373_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_374_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_375_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_376_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_377_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_378_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_379_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_37_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_380_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_381_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_382_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_383_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_384_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_385_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_386_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_387_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_388_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_389_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_38_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_390_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_391_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_392_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_393_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_394_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_395_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_396_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_397_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_398_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_399_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_39_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_3_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_400_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_401_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_402_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_403_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_404_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_405_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_406_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_407_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_408_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_409_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_40_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_410_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_411_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_412_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_413_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_414_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_415_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_416_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_417_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_418_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_419_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_41_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_420_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_421_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_422_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_423_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_424_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_425_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_426_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_427_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_428_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_429_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_42_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_430_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_431_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_432_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_433_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_434_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_435_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_436_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_437_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_438_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_439_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_43_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_440_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_441_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_442_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_443_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_444_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_445_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_446_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_447_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_448_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_449_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_44_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_450_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_451_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_452_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_453_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_454_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_455_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_456_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_457_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_458_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_459_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_45_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_460_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_461_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_462_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_463_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_464_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_465_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_466_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_467_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_468_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_469_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_46_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_470_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_471_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_472_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_473_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_474_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_475_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_476_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_477_na	.	CentralTrackingPV	Oahu	0.0
Oahu_CentralTrackingPV_478_na	.	CentralTrackingPV	Oahu	0.0
